FAMID,AGEFAM,CRNTWG,RETAGE,SPENDING,FINCAP
2433,43.1,58627,60,44147,198205
2434,70,71912,70,42780,702788
2435,89.4,0,69,32003,101111
2436,61.1,56443,68,28938,231645
2437,48,33709,67,27568,107757
2438,71.7,0,66,69541,1165784
2439,52.8,43591,71,26873,-140089
2440,65.3,0,62,35650,719432
2441,84.8,0,66,45940,372269
2442,93.9,0,74,35561,46818
2443,53.7,97656,74,73325,23637
2444,70,0,56,72619,1177738
2445,54.9,47243,65,31072,192840
2446,81.4,0,57,53678,597009
2447,55.4,103452,60,61705,859629
2448,45.4,101275,62,73315,321075
2449,44.8,96023,67,70990,15190
2450,54.1,90720,74,66269,-18448
2451,37.7,39875,63,35875,127683
2452,32.7,74321,55,70659,377004
2453,49.1,88047,64,68502,367507
2454,89.7,0,58,37885,191827
2455,55.7,0,55,30111,735879
2456,81.4,0,70,69145,690464
2457,40,84233,71,72156,-120683
2458,36.7,61468,68,56370,-25928
2459,72,0,71,51999,845702
2460,79.4,0,72,57491,705401
2461,54.7,37905,72,30897,79889
2462,93.4,0,64,47378,20662
2463,39.7,83421,66,68448,-22501
2464,31.2,53270,63,51319,91541
2465,44.8,48831,68,39169,-8527
2466,51.5,74046,67,56278,309508
2467,74.9,0,57,20687,271324
2468,35.1,57031,69,49442,-161720
2469,33.8,82774,60,77416,354807
2470,49.9,59389,69,49250,236980
2471,38.9,22141,55,20971,225276
2472,86.4,0,56,23064,219630
2473,82.3,0,72,32972,368154
2474,91.4,0,56,76286,170897
2475,33.3,86541,66,78575,-186443
2476,71.5,81116,74,41323,506659
2477,77.1,0,65,68074,806958
2478,38.2,32629,59,27269,95479
2479,80.6,0,59,71128,864290
2480,39.4,53852,61,45669,88388
2481,81.1,0,56,40884,367827
2482,32.9,84361,75,78469,-360677
2483,93.2,0,71,52956,106426
2484,57.4,73312,61,42893,671221
2485,53.1,73900,56,53554,920908
2486,40.6,23882,71,20368,-115945
2487,84.2,0,60,67374,609504
2488,80.2,0,60,58007,688670
2489,60.5,61731,73,31983,-12483
2490,78.8,0,68,28240,306275
2491,42.8,87506,56,71431,759607
2492,83.2,0,65,67710,644924
2493,60.3,110362,68,69177,566809
2494,78.2,0,59,67800,789443
2495,37.9,65096,69,56200,-130981
2496,75.1,0,63,74444,898341
2497,79.2,0,71,27732,339741
2498,68.7,0,61,65140,1158171
2499,49.5,51007,62,33503,320222
2500,37.1,69160,74,61607,-259759
2501,71.3,0,55,43788,664952
2502,82.3,0,62,27370,203305
2503,49.5,63722,68,41336,-78287
2504,31.7,55970,55,53126,295155
2505,33.7,50319,68,48269,-90909
2506,51.7,71903,66,44801,73804
2507,42.3,104396,67,76872,-133742
2508,83.7,0,58,33329,335225
2509,92.6,0,58,71373,159860
2510,49.3,98698,70,65720,-135727
2511,77.8,0,65,41499,557785
2512,52.1,125487,62,75915,640085
2513,65.5,0,56,49161,944094
2514,90.8,0,71,66987,204918
2515,43,82799,63,67822,355786
2516,44.4,68922,64,49453,46309
2517,78.3,0,72,59085,753014
2518,59.3,0,57,48078,915581
2519,76.8,0,57,48008,661865
2520,93.2,0,55,37074,-18207
2521,60.5,50257,63,41684,630199
2522,54.8,96854,72,66942,-3568
2523,64.1,89860,72,49710,286370
2524,75.2,0,57,70371,896106
2525,63.8,70059,66,42444,664903
2526,39,45056,62,41949,201062
2527,56.3,36904,66,27278,289750
2528,49.1,71016,62,50847,321506
2529,69,0,67,20628,204239
2530,87.1,0,67,76142,447718
2531,43,30534,57,25504,234612
2532,48,31456,69,26420,112383
2533,38.1,75500,63,63413,70415
2534,34.2,60754,69,55465,-130404
2535,51.9,67322,69,49445,105513
2536,36.6,39095,59,35022,172101
2537,43.5,81963,56,55331,360490
2538,71,0,58,44655,803556
2539,89.6,0,69,30516,134158
2540,53.9,78578,61,55083,649185
2541,84.1,0,74,51847,353370
2542,54.5,41514,61,37736,477414
2543,35.7,70525,74,65697,-206269
2544,61.9,127687,64,63485,1013801
2545,74.6,0,68,62390,873461
2546,76,0,56,62791,879206
2547,39.3,57298,68,46491,-112336
2548,42.2,64682,61,54838,340698
2549,52.4,40804,63,28506,130850
2550,50.6,54517,60,41186,388954
2551,83.2,0,68,28306,273325
2552,53,81107,62,59623,548324
2553,59.7,51602,61,32098,518930
2554,88.5,0,58,77186,414564
2555,77.3,0,61,49067,735690
2556,94.2,0,59,60458,53370
2557,46.3,51856,65,36305,111510
2558,78.2,0,74,20040,279820
2559,71.2,0,70,49912,839635
2560,49,40024,73,31366,-94312
2561,93.8,0,66,76976,40386
2562,88.3,0,57,54136,303872
2563,33.1,33016,61,31081,36213
2564,61.7,0,55,38398,787690
2565,79.9,0,60,21003,219408
2566,51.6,64694,67,38039,-78151
2567,51.5,30431,63,23405,159449
2568,53.5,96399,57,65921,1018087
2569,75.3,0,68,65146,955897
2570,74.3,0,57,51770,737449
2571,47.2,35509,65,26771,66050
2572,78.6,0,71,36651,516657
2573,68.2,0,59,31515,468879
2574,90.4,0,58,77744,339346
2575,47.4,24828,70,20871,13923
2576,32.9,31091,57,28853,91657
2577,76,0,58,59711,754191
2578,45.9,48021,55,37527,477923
2579,80.3,0,68,33246,375505
2580,78.5,0,56,21588,304286
2581,45.9,26569,71,21287,-29233
2582,85.6,0,75,45507,351792
2583,47.3,67526,73,62647,133364
2584,43.8,59021,63,51022,263638
2585,73.7,0,57,22887,257742
2586,62.3,32643,74,24939,215628
2587,74.9,0,65,69041,1012140
2588,54.2,35935,57,28100,482771
2589,65.4,96855,66,52375,916551
2590,94.7,0,70,71801,-57951
2591,92.4,0,75,21710,37794
2592,60.8,0,60,42568,810914
2593,81.3,0,56,58696,615304
2594,63.4,0,59,64678,1304019
2595,72.8,171086,73,78426,1151708
2596,63.8,31983,71,20587,269020
2597,47.9,48276,59,41296,524228
2598,91,0,75,23690,102961
2599,62.8,0,57,44672,876107
2600,51.1,40787,67,27482,104819
2601,50.5,91779,74,67168,-214301
2602,34.4,25632,58,23982,212845
2603,44.3,41026,65,30545,-30520
2604,81.7,0,73,53857,612073
2605,87.8,0,58,71085,384714
2606,42.6,30229,64,24743,92913
2607,48.1,30777,70,21830,286
2608,65.2,182790,75,75418,-237452
2609,54.3,97992,71,79011,354552
2610,83.9,0,64,29872,267963
2611,46.1,92844,59,63699,384817
2612,37.9,91997,75,75668,-481983
2613,84.5,0,65,61790,447010
2614,41.4,87937,75,74212,-358182
2615,76.7,0,64,65613,727616
2616,66.5,0,57,61674,970000
2617,34.2,35163,60,32709,148646
2618,35.4,82149,71,74174,-177209
2619,69.3,117809,74,55248,405254
2620,84.6,0,68,40691,327665
2621,30.4,24991,59,24553,159171
2622,46,64118,68,45944,91462
2623,91.6,0,59,64088,226446
2624,90.4,0,75,29525,125117
2625,75.6,0,61,69418,934805
2626,41.9,57965,74,53668,-61254
2627,32,66908,69,64431,-49634
2628,64.4,0,63,67715,1291811
2629,62,71887,66,58664,980493
2630,39,34531,66,30093,-38464
2631,80.7,0,75,55076,530009
2632,61.8,119437,66,69324,839257
2633,83.3,0,63,56692,533273
2634,32.7,45037,56,43306,292088
2635,68.9,0,67,22173,390614
2636,64.5,85404,65,37416,604770
2637,63.9,33232,69,25217,276224
2638,60.1,82539,73,52783,118538
2639,46.9,43756,59,36495,332561
2640,74.5,0,55,61768,839734
2641,34.2,27131,62,25321,36013
2642,37.2,49123,56,43444,268443
2643,30.9,64989,74,63192,-326257
2644,65.6,0,65,72714,1372326
2645,36.9,25951,57,23379,145194
2646,34.2,47735,72,44420,-94945
2647,42.9,51036,56,40299,379175
2648,90.1,0,63,67237,304563
2649,89.7,0,61,54930,198017
2650,49.1,60455,67,43601,140568
2651,74.7,0,57,77493,1151216
2652,82.8,0,62,57020,448571
2653,60.2,44933,63,27073,381556
2654,79.6,0,74,74439,819702
2655,33,38535,56,36482,207956
2656,94.3,0,74,55252,-1378
2657,44,85902,55,71431,857885
2658,36.2,79733,70,72659,-146698
2659,82.3,0,71,23188,213736
2660,93.1,0,59,74182,90862
2661,90.1,0,63,56479,254683
2662,43.3,70025,70,53758,-253059
2663,77.2,0,58,51534,663238
2664,81.9,0,57,28288,149138
2665,74.2,0,68,52450,744612
2666,68.8,150846,73,75061,661065
2667,65.3,0,55,24803,469817
2668,83.7,0,73,66503,611434
2669,61.1,0,58,70966,1362888
2670,43.9,91542,70,72005,-151795
2671,39.7,84469,64,70265,128622
2672,66.1,72326,74,39101,287961
2673,48.7,63314,67,44727,78937
2674,62.9,72595,64,30880,493888
2675,46.5,84401,59,57255,367905
2676,74.2,0,57,45008,683325
2677,31.5,62923,65,60148,34701
2678,60,46335,64,26222,384619
2679,30.8,22041,57,21683,39317
2680,72.7,0,72,36867,699982
2681,61.7,70733,71,33703,53984
2682,65,136259,68,62817,773165
2683,55.8,69216,63,57386,707574
2684,49.2,80099,73,62467,-51720
2685,83.2,0,69,39116,338268
2686,38.3,53659,73,46457,-185841
2687,82.4,0,72,64085,734780
2688,50.4,54635,72,42429,-68481
2689,31.1,62035,70,59678,-162758
2690,34.6,69664,58,64363,295954
2691,32,40428,59,39119,106178
2692,73.2,0,73,34095,525717
2693,77.1,0,61,69836,960498
2694,87.5,0,72,37009,184775
2695,60.3,90611,70,46256,142998
2696,53.5,53737,71,42480,143372
2697,70.5,0,70,70670,1174257
2698,58.1,103658,72,69550,180419
2699,53.2,57600,74,38835,-95964
2700,94.3,0,66,61204,46129
2701,63.1,142780,67,52260,443384
2702,68.8,0,56,37591,732310
2703,53.9,49332,61,32910,361822
2704,65.1,0,56,63426,1175677
2705,84.7,0,61,61963,456027
2706,76.7,0,58,44621,597580
2707,81.2,0,60,49014,469663
2708,66.6,0,66,52231,922694
2709,61.7,0,58,27596,575631
2710,51.5,74067,71,51037,-96984
2711,60,59068,62,44304,797463
2712,37.3,29780,58,26742,174870
2713,85.6,0,58,41823,430674
2714,49.4,35030,74,24697,-156184
2715,52.8,57287,66,35047,162453
2716,49.4,99040,58,76657,946572
2717,53.1,105650,56,75002,1356755
2718,87.7,0,57,66538,421329
2719,94.8,0,72,25087,15059
2720,70.8,0,60,55966,928265
2721,44.8,81604,73,60842,-312012
2722,40.4,32788,70,26774,-94823
2723,58.1,0,58,26182,580361
2724,83.1,0,57,50173,547841
2725,42.9,48115,63,41265,95027
2726,53.8,50403,63,33319,316467
2727,48.1,79971,60,71450,754117
2728,86.8,0,74,25036,94149
2729,93.2,0,68,54301,125043
2730,61.7,64218,73,42271,254106
2731,87.1,0,66,78155,485955
2732,75.2,0,60,49699,671054
2733,56.4,98821,62,67664,879423
2734,82.6,0,72,29658,289375
2735,64.4,0,63,61522,1174490
2736,56.7,93478,67,60047,387923
2737,75.7,0,71,20236,225852
2738,69.5,109539,73,52149,548155
2739,61.6,0,61,55446,1070354
2740,74.8,0,66,44042,659388
2741,81.3,0,66,67933,758726
2742,74.5,0,74,64399,938827
2743,59.6,0,59,60326,1145345
2744,37.7,28948,57,24198,109583
2745,81,0,65,37968,366834
2746,49.4,62794,64,40400,43127
2747,94.3,0,59,59039,-21154
2748,64.5,0,57,25503,522309
2749,57.2,47341,70,30158,59540
2750,46.8,71000,63,56530,235783
2751,57.5,93595,66,51946,368902
2752,64.2,144212,67,63515,657857
2753,32.5,21102,56,20511,75674
2754,72.3,127798,75,55315,592452
2755,59.1,122768,63,77908,1064516
2756,61,103404,70,67786,488462
2757,87.9,0,69,66053,381113
2758,45,39221,65,30049,-1827
2759,54.9,89587,65,59919,447225
2760,69.3,0,61,78697,1400793
2761,61.9,0,61,63694,1348227
2762,59.6,97236,73,60203,118336
2763,74.6,0,60,66493,956933
2764,54.4,48661,66,28915,141738
2765,46.7,72258,69,49564,-162736
2766,66.5,0,65,45198,756716
2767,79,0,73,46705,574775
2768,39.1,96480,63,72639,-96846
2769,59.3,94971,61,54036,865370
2770,34,75020,67,71121,-43129
2771,77.7,0,68,40979,471596
2772,78.6,0,68,24375,298387
2773,85.4,0,56,60087,515990
2774,58,0,56,55746,1206491
2775,65.6,0,58,63530,1123724
2776,48.8,39057,71,29574,-6271
2777,53,43374,65,33505,308358
2778,48.4,76100,63,50141,165245
2779,33.4,49584,68,45464,-72707
2780,63.1,0,56,57043,1112964
2781,51.3,92581,60,66714,823551
2782,30.8,50187,71,48808,-101339
2783,44.9,63753,73,46980,-161167
2784,88.9,0,71,78114,405178
2785,79.6,0,62,38488,408307
2786,34.6,40602,65,36828,-130807
2787,39.4,57580,73,48960,-215536
2788,58.7,84589,68,54942,462142
2789,38.9,26845,59,24466,219797
2790,75.2,0,61,30643,489174
2791,56.5,44435,73,29012,-20690
2792,49.4,102219,65,73594,268254
2793,34.4,63905,70,57121,-103965
2794,85,0,64,54328,424250
2795,83.1,0,70,73996,644162
2796,46.1,25943,68,19772,13734
2797,48.3,61830,69,42235,-137958
2798,86,0,72,69836,549886
2799,81.2,0,57,53122,569890
2800,73,197813,73,78025,1148630
2801,72.2,0,71,23346,416370
2802,94,0,66,24981,9373
2803,65,0,60,40516,784393
2804,53.6,88952,67,74956,663603
2805,64.7,66591,74,41141,199638
2806,32.6,70049,63,66916,45928
2807,77.9,0,60,76898,1010477
2808,36.7,83242,62,75121,233219
2809,37.2,85615,73,74453,-259933
2810,51.1,68054,71,48315,-93881
2811,49.4,99342,73,75628,-203462
2812,75.2,0,66,30828,424057
2813,45.5,72910,64,46613,75581
2814,74.6,0,58,60362,822311
2815,32.3,22386,62,21035,-21605
2816,62.5,0,58,51743,1027549
2817,62.7,43651,71,26810,146722
2818,40.1,86316,62,78067,405698
2819,46,52585,73,42472,-118276
2820,57.7,43297,67,32682,348464
2821,70.9,103320,73,76358,1030298
2822,82.6,0,73,58900,546318
2823,36,24870,56,22876,133342
2824,90.2,0,65,30901,144771
2825,32.5,33987,65,30783,-75921
2826,62,29258,71,23946,171016
2827,87.8,0,67,74638,494664
2828,90.4,0,67,26733,60192
2829,59.6,39147,65,25006,274590
2830,63.4,67844,66,41601,685777
2831,36.8,63170,56,55126,363842
2832,69.8,0,62,59460,950503
2833,45.6,45204,73,36673,-24338
2834,56,59906,67,44562,277094
2835,59.4,116500,73,72965,56978
2836,32.8,52523,61,50813,198722
2837,58.2,95270,67,68091,697257
2838,73.4,0,69,34980,533904
2839,61.8,74795,66,50949,715439
2840,40.2,25166,67,20443,-109149
2841,43,31464,60,24915,116111
2842,38,65269,63,55124,17051
2843,65.8,0,62,75729,1406482
2844,77.8,0,57,26230,343841
2845,42.4,79246,62,62148,300052
2846,50.8,90506,61,65733,614810
2847,58.5,92971,64,65449,788966
2848,89.4,0,67,28687,197722
2849,88.9,0,62,63178,336840
2850,74.5,0,59,30477,470084
2851,37.1,66143,60,55668,210578
2852,85.3,0,67,28721,277436
2853,59.6,91450,66,50488,414465
2854,31.7,43028,75,41983,-154090
2855,71.3,0,68,31654,508089
2856,59.1,88934,69,49403,252601
2857,40.6,45291,70,36815,-124420
2858,63.1,58367,70,33077,324693
2859,87.3,0,60,69632,478895
2860,79.2,0,73,47946,562456
2861,79.6,0,61,41224,465284
2862,57.3,38486,59,23999,416221
2863,36.5,50761,64,44031,-23898
2864,54.2,89719,60,57626,730803
2865,66.1,79671,73,38705,154345
2866,31.6,30471,70,29520,-53495
2867,89.7,0,69,41802,257991
2868,50.6,43219,58,31888,349238
2869,78.2,0,68,58260,820428
2870,89,0,66,65882,387394
2871,74,0,56,57143,816784
2872,47.3,75600,60,65118,633671
2873,74.4,105424,75,46028,703205
2874,35.5,81310,67,72616,-29509
2875,91.5,0,64,51109,160519
2876,66.2,0,65,35013,710808
2877,41.4,33832,74,29064,-96573
2878,38,23107,66,20660,12610
2879,77,0,74,40481,451993
2880,92,0,72,39841,25399
2881,37.1,75302,73,70661,-196203
2882,48,97964,57,69545,742508
2883,48,76694,65,60372,301418
2884,52.4,43617,63,33929,350957
2885,48.1,103066,61,73707,502617
2886,88.6,0,59,71022,364770
2887,86.1,0,67,64829,512696
2888,78.2,0,61,32051,384879
2889,50.1,36523,59,27838,340867
2890,91.9,0,58,39770,41452
2891,84.8,0,59,69435,602894
2892,80.8,0,60,41989,446197
2893,40.2,29358,57,25775,188493
2894,83.6,0,61,59010,557063
2895,52.4,80841,67,62991,354099
2896,80.7,0,74,29905,195041
2897,66.1,0,60,48927,900198
2898,67.7,97370,68,53999,940158
2899,57,50595,62,35442,430357
2900,87.9,0,74,27588,222295
2901,63.7,0,57,20190,375484
2902,91.5,0,72,78744,255196
2903,93.1,0,74,23668,33625
2904,56,95002,72,58044,-112379
2905,88.3,0,64,73811,499859
2906,46.5,46810,75,39089,-79849
2907,45,62116,68,46290,-55417
2908,79.5,0,56,69508,816920
2909,76.9,0,56,27943,293710
2910,47.7,96651,72,69134,-274917
2911,34.3,69877,64,64185,46005
2912,36.5,48881,61,43774,173614
2913,49.5,31549,57,23746,365020
2914,75.8,0,69,27240,365908
2915,73.2,0,64,70345,960514
2916,47.8,85132,71,72108,62426
2917,79.6,0,64,23245,225007
2918,62.8,30353,75,19665,66519
2919,67.7,0,55,30817,553047
2920,87.6,0,58,39628,312588
2921,91.9,0,70,63590,175063
2922,80.2,0,59,60068,614937
2923,87.9,0,57,70489,458444
2924,74.8,0,70,56619,787096
2925,86.5,0,75,38448,282227
2926,61.4,59863,64,33827,503567
2927,60.3,0,57,28323,600408
2928,55.3,0,55,76097,1533737
2929,33.5,39950,73,36793,-120793
2930,36.8,87028,65,73586,-9026
2931,58.5,121157,64,71124,793615
2932,42.3,79610,69,71749,81551
2933,81.7,0,66,73519,781226
2934,55.5,82250,62,58918,743760
2935,37.8,24389,68,21905,58434
2936,49.9,51531,63,37936,287317
2937,79,0,63,57627,673827
2938,78.3,0,61,56660,700798
2939,50,43193,73,30815,-64411
2940,47.1,47586,67,36323,151230
2941,53.1,88707,70,73409,331212
2942,85,0,65,62649,573471
2943,82.8,0,59,26555,333709
2944,52.9,74276,61,58013,651632
2945,70.6,0,56,73212,1227846
2946,85.4,0,64,40740,344264
2947,68.3,143473,74,75219,503541
2948,69.5,138821,75,64296,299648
2949,87.6,0,61,45760,250488
2950,71.9,0,61,69931,1137346
2951,55.2,77254,62,53168,613321
2952,46.9,58997,66,42006,16206
2953,38.6,26943,56,24060,168719
2954,40.9,86522,74,73282,-265180
2955,42.2,83765,73,70947,-217742
2956,61.2,81880,65,53198,750290
2957,51.2,37056,58,26600,301510
2958,63.8,0,57,22246,400402
2959,80.8,0,68,24094,311059
2960,59.8,0,59,72458,1457788
2961,41,48549,56,40473,463268
2962,41.8,37838,71,30899,-121598
2963,42.3,79103,68,57558,-165592
2964,47.2,48186,74,40872,-57232
2965,44.6,33319,70,25371,-50968
2966,84.7,0,68,45523,436553
2967,56.3,64806,74,41525,-95283
2968,35.1,51309,66,46797,-20083
2969,82.6,0,66,58476,593038
2970,73.6,0,73,41387,655615
2971,68.9,0,66,47689,840050
2972,90.7,0,74,48601,208062
2973,43.2,57862,56,43539,409319
2974,37.4,55875,69,46851,-159000
2975,45.3,32570,60,28714,265355
2976,78.1,0,67,22927,262040
2977,66.1,0,56,63488,1205779
2978,57.1,152578,61,77654,1048284
2979,81.9,0,68,76732,757965
2980,56.6,81505,60,52527,801543
2981,89.1,0,58,50933,272260
2982,42.7,85626,70,71910,-73843
2983,37.5,73952,56,67185,566033
2984,76.1,0,73,22577,368082
2985,46.8,63780,68,46191,-70349
2986,78,0,74,76582,885426
2987,34.4,69764,61,63729,263869
2988,43,72794,62,58837,320359
2989,81.5,0,61,23777,267592
2990,57.7,81234,73,54033,38549
2991,64.4,125113,66,75789,1199968
2992,73.3,0,57,43703,627192
2993,70.4,0,59,51721,828073
2994,64.9,0,63,77955,1538931
2995,86,0,59,70196,425850
2996,59.1,39215,74,23514,-36065
2997,34,35735,57,32647,192757
2998,30.9,30414,58,29751,163474
2999,62.8,0,56,74255,1424209
3000,70.1,35438,75,34035,434443
3001,87.5,0,56,39472,289438
3002,57,62724,57,42476,895939
3003,60.3,120643,72,72182,105931
3004,66.3,0,61,48800,1031330
3005,75.9,0,58,67851,963230
3006,32.9,46824,56,44911,352736
3007,40.5,72133,75,60995,-296402
3008,71.8,51160,73,26001,307028
3009,33.1,30507,63,28660,79512
3010,64.9,0,60,75394,1333330
3011,67.7,128309,71,76384,930011
3012,88.4,0,69,21436,-26917
3013,85.2,0,70,49769,422616
3014,84.7,0,72,75834,602469
3015,69.8,0,58,43032,717153
3016,92.9,0,69,51319,109508
3017,67.7,0,63,75126,1276447
3018,32.7,29271,65,27810,47065
3019,30.8,76284,59,74594,306489
3020,88,0,71,39886,263598
3021,91,0,67,36455,131897
3022,74.5,0,56,27149,331131
3023,58.6,81424,59,63996,1184953
3024,73.6,0,57,52936,824141
3025,90.9,0,72,44064,103724
3026,63.4,34577,70,23147,180931
3027,49.2,100261,72,74059,-175236
3028,93.8,0,69,59623,206821
3029,33.3,53127,73,49879,-203136
3030,45.3,41745,65,31270,37092
3031,93.1,0,66,35389,44014
3032,46.8,79371,72,60659,-121859
3033,77.3,0,74,30441,393075
3034,64.9,0,63,56648,993762
3035,43.6,55393,63,44178,148046
3036,75.5,0,59,46175,651169
3037,76.7,0,59,60109,780198
3038,53.7,34272,70,25367,81798
3039,70.3,0,58,50338,687291
3040,82.5,0,69,58343,626106
3041,48.6,92837,61,74259,605176
3042,38.9,50460,62,43228,148673
3043,55.7,55495,62,39004,503198
3044,55.3,90027,72,56796,-104518
3045,36.1,61213,70,52985,-150821
3046,84.7,0,59,26163,232241
3047,31.9,69415,74,67030,-239642
3048,91,0,67,20108,43005
3049,47.5,78195,68,54644,-55946
3050,36.2,67383,72,60467,-204879
3051,71.3,0,63,57585,819431
3052,62.7,127102,63,73850,1404522
3053,40.5,35452,59,27918,114099
3054,85.7,0,60,49966,297706
3055,68.5,0,56,23540,391647
3056,57.9,85995,65,63878,710177
3057,71.7,0,60,36970,593188
3058,37.8,72393,73,67782,-137773
3059,33.5,29296,75,27599,-162279
3060,52.6,69175,71,56334,164516
3061,58,0,55,69679,1416490
3062,64.2,0,60,38353,666331
3063,35.7,51868,66,47286,-2705
3064,83.7,0,75,32520,338538
3065,30.9,38217,67,37371,-290
3066,55.6,78181,73,61662,102272
3067,54.3,80263,74,45677,-302480
3068,83,0,74,51816,443087
3069,88.9,0,62,24841,83876
3070,71.2,0,57,65933,918854
3071,45.7,43952,74,33315,-233942
3072,79.5,0,61,62562,673077
3073,67,0,60,31725,599456
3074,71.9,0,62,42993,625829
3075,92,0,63,37383,127060
3076,35.4,29025,65,27267,37014
3077,53.3,60885,72,44055,-17076
3078,53.5,68097,58,56653,951532
3079,74.7,0,66,73166,1002696
3080,33.4,23107,57,21889,59959
3081,82,0,59,71816,703646
3082,72.2,0,67,53631,876593
3083,69.5,0,67,63945,1055972
3084,33.7,80550,72,73403,-459399
3085,45.6,34596,74,28982,-81013
3086,57.5,88514,70,62643,369607
3087,30.4,59236,56,58087,243991
3088,81.6,0,64,53728,554764
3089,85.9,0,67,59795,494973
3090,59.9,25302,65,21570,440140
3091,86,0,73,20792,168119
3092,91.7,0,73,61884,223309
3093,92.3,0,71,66419,172626
3094,74.6,0,57,66537,917306
3095,59.3,97114,68,59175,390914
3096,34.3,24532,71,21285,-103270
3097,71.9,0,60,59076,933195
3098,66.7,39162,74,21805,59068
3099,36.2,46492,70,44281,-7151
3100,90,0,56,69872,295297
3101,45.4,36356,64,26677,99578
3102,64.5,63707,69,41470,506299
3103,60.4,123523,68,61613,366856
3104,50.5,26624,70,21198,24126
3105,71.9,0,70,52045,853444
3106,85.7,0,65,26674,266023
3107,63.6,129866,64,63672,1149428
3108,53.3,92668,72,59118,-140379
3109,83.1,0,70,76525,665465
3110,69.7,0,65,44409,754945
3111,76.1,0,61,55486,759230
3112,45.6,47190,72,44319,7194
3113,54.4,108887,69,74511,267597
3114,57.4,65834,66,44554,443162
3115,64.8,110897,68,69598,888808
3116,46.5,69178,59,44558,260749
3117,72.6,0,68,78291,1233542
3118,63.1,0,58,51594,1024303
3119,46.5,33162,72,27933,64579
3120,60.7,0,60,78044,1581328
3121,50.6,53445,67,37362,170566
3122,79.5,0,56,47579,587135
3123,30.2,76039,66,74349,-105966
3124,89.7,0,59,30939,183989
3125,61,0,55,25102,538108
3126,90.1,0,62,20126,106685
3127,62.9,0,58,73354,1435348
3128,88.7,0,73,60581,350272
3129,51.4,104058,67,60857,-79496
3130,55.6,43987,68,32278,183692
3131,56.4,86051,74,63257,33379
3132,89.6,0,60,64033,369257
3133,61,27442,64,19816,314344
3134,71.2,0,58,48561,809513
3135,47.6,78523,70,59719,33690
3136,53.4,55390,62,33693,386032
3137,78.8,0,75,73301,813119
3138,69.3,0,55,76576,1286227
3139,68.8,74379,74,43469,243946
3140,33.4,31746,73,29035,-123413
3141,34,40038,69,36357,-130732
3142,40.9,61244,66,48910,-93148
3143,82.8,0,61,74669,719096
3144,35.1,76265,72,70908,-229908
3145,68.3,0,67,46298,823676
3146,87.6,0,70,41667,184906
3147,58,87138,71,69702,445354
3148,33.7,66193,56,62770,287462
3149,31,37490,69,35864,-125641
3150,39.2,34405,71,28463,-108263
3151,81.5,0,58,28808,264483
3152,92,0,67,76633,300259
3153,66.5,0,63,75871,1225071
3154,72.9,59614,73,36582,501394
3155,79.5,0,65,25625,335523
3156,92.1,0,66,43051,112411
3157,77.1,0,56,37777,522400
3158,30.6,53323,72,52312,-204571
3159,44.8,70255,65,59619,303253
3160,55.6,71752,67,42221,239306
3161,64.1,60448,70,29925,254403
3162,83.8,0,74,65611,640675
3163,92.2,0,67,71446,149305
3164,62.5,48531,68,45691,715666
3165,68.1,0,60,60320,1049850
3166,64.3,88374,70,59690,645590
3167,94.8,0,74,42288,104689
3168,49.6,29569,57,20063,234098
3169,52.8,64684,74,41661,-198290
3170,48.5,108206,62,74911,501218
3171,33.5,36018,64,33656,73857
3172,79.4,0,68,31609,297619
3173,57.7,93179,59,66187,1270751
3174,42.3,63767,62,52912,217817
3175,72.3,0,71,22096,340802
3176,83.5,0,58,49207,512795
3177,30.8,61636,60,60141,216965
3178,73.3,0,72,31364,399214
3179,50.7,26006,58,20589,268530
3180,48.7,63276,68,45406,713
3181,64,45111,65,29064,549783
3182,77.6,0,66,65207,917446
3183,77.2,0,66,27442,332220
3184,34.3,25463,74,22690,-104207
3185,51.8,27329,71,19881,-21941
3186,94.7,0,63,73444,60960
3187,35.2,65354,67,59430,-89065
3188,39.4,47383,72,41744,-84038
3189,86.1,0,60,42280,401730
3190,73.6,0,61,40551,591911
3191,45.9,62469,68,47973,33047
3192,93.3,0,69,49119,160597
3193,30.2,49083,60,48015,102127
3194,76.9,0,60,58693,811635
3195,62,74960,63,65816,1240769
3196,60.8,0,60,22941,412468
3197,68.9,0,57,24369,424407
3198,36.5,54522,60,48753,116194
3199,53,83843,72,59784,7707
3200,86.9,0,59,65301,458265
3201,60.1,57313,66,36208,340385
3202,75.1,0,56,36735,583621
3203,60.9,55479,70,36207,281417
3204,80.4,0,59,22047,260149
3205,54.6,111373,65,72913,605644
3206,60.8,65073,62,43114,763727
3207,36,78598,57,72504,366179
3208,75.1,0,70,35230,469210
3209,53.3,107751,61,76939,907011
3210,50.7,81220,65,54380,201363
3211,46.9,33429,71,21373,-140853
3212,80.5,0,64,62553,723001
3213,65.6,81876,75,36092,-5625
3214,66.8,0,58,29599,477903
3215,44.4,62239,62,54582,420884
3216,37.1,52193,73,45170,-193184
3217,62.6,93984,71,72648,716811
3218,75.8,0,72,51430,662875
3219,89.9,0,74,32667,218704
3220,48.6,97692,72,67961,-336415
3221,41,87232,75,66611,-592931
3222,86.6,0,67,62329,441504
3223,32.3,43251,60,40867,228015
3224,72.1,0,64,72741,1200145
3225,36,42160,65,37952,-34836
3226,62.2,0,57,63699,1236275
